          Origin time           Lat      Lon     Dp  Mag
2006 (273) 09 30 05 50 24.3  -10.429   105.756   16  5.3 2006273055024
2006 (273) 09 30 17 50 23.0   46.351   153.166   11  6.1 2006273175023
2006 (273) 09 30 17 56 16.1   46.185   153.169   10  5.7 2006273175616
2006 (274) 10 01 05 42 53.3   18.338   119.316   30  5.0 2006274054253
2006 (274) 10 01 09 06 02.3   46.470   153.240   19  6.1 2006274090602
2006 (282) 10 09 10 01 46.7   20.652   120.016   10  6.0 2006282100146
2006 (282) 10 09 10 28 32.7   20.704   120.004   10  5.0 2006282102832
2006 (282) 10 09 11 00 23.5   20.751   119.948   10  5.0 2006282110023
2006 (282) 10 09 11 02 03.5   20.542   120.039   10  5.1 2006282110203
2006 (282) 10 09 11 04 26.1   20.629   119.898   10  5.2 2006282110426
2006 (282) 10 09 11 08 28.0   20.707   119.981   10  5.8 2006282110828
2006 (282) 10 09 11 29 48.7   20.657   119.926   10  5.0 2006282112948
2006 (282) 10 09 11 43 35.7   20.517   120.048   10  5.0 2006282114335
2006 (283) 10 10 15 05 59.7   20.550   120.159   26  5.2 2006283150559
2006 (283) 10 10 23 17 45.6   20.773   120.016   10  5.1 2006283231745
2006 (284) 10 11 01 26 08.4   20.687   119.945   10  5.2 2006284012608
2006 (284) 10 11 06 43 53.8   20.712   120.084   10  5.7 2006284064353
2006 (284) 10 11 07 32 22.8   20.727   120.130   26  5.0 2006284073222
2006 (285) 10 12 12 36 14.8   20.714   119.965   10  5.0 2006285123614
2006 (285) 10 12 17 08 20.3   39.804    54.734   42  5.5 2006285170820
2006 (286) 10 13 13 47 39.8   46.252   153.279    8  5.5 2006286134739
2006 (290) 10 17 01 25 12.2   -5.881   150.982   32  6.4 2006290012512
2006 (294) 10 21 18 23 20.9   13.368   121.378   18  5.6 2006294182320
2006 (295) 10 22 08 55 16.7  -45.727    95.987   10  5.6 2006295085516
2006 (296) 10 23 21 17 19.9   29.351   140.270   11  6.1 2006296211719
2006 (297) 10 24 03 03 45.2    4.898   125.295   10  5.6 2006297030345
2006 (299) 10 26 14 28 37.5   38.665    15.397  216  5.8 2006299142837
2006 (310) 11 06 20 56 48.7   -5.412   146.647  111  5.8 2006310205648
2006 (311) 11 07 17 38 33.6   -6.482   151.195   10  6.2 2006311173833
2006 (315) 11 11 15 10 30.6   -5.994   148.593   47  5.7 2006315151030
2006 (316) 11 12 18 21 26.1   -6.225   151.050   12  6.0 2006316182126
2006 (317) 11 13 08 02 44.4   20.656   119.997   13  5.0 2006317080244
2006 (317) 11 13 16 12 28.9   -6.380   151.230   11  6.1 2006317161228
2006 (318) 11 14 14 21 02.0   -6.416   127.981  352  5.7 2006318142102
2006 (319) 11 15 11 14 13.5   46.592   153.266   10  6.5 2006319111413
2006 (319) 11 15 11 25 09.0   47.518   152.647   10  6.0 2006319112509
2006 (319) 11 15 11 28 38.4   46.086   154.100   10  6.0 2006319112838
2006 (319) 11 15 11 29 22.7   46.371   154.475   10  6.2 2006319112922
2006 (319) 11 15 11 34 58.1   46.652   155.305   10  6.4 2006319113458
2006 (319) 11 15 11 40 55.0   46.483   154.726   10  6.4 2006319114055
2006 (319) 11 15 12 16 05.5   47.111   154.417   10  5.7 2006319121605
2006 (319) 11 15 12 16 44.1   46.195   154.668   10  5.9 2006319121644
2006 (319) 11 15 12 26 15.7   47.421   153.861   10  5.7 2006319122615
2006 (319) 11 15 21 22 21.4   47.278   154.146   12  6.0 2006319212221
2006 (319) 11 15 21 25 22.5   47.141   153.510   10  5.7 2006319212522
2006 (320) 11 16 20 29 54.9  -51.996   139.473   10  5.7 2006320202954
2006 (321) 11 17 18 03 12.2   28.591   129.895   22  5.8 2006321180312
2006 (322) 11 18 11 08 48.0   20.494   120.259   28  5.4 2006322110848
2006 (328) 11 24 12 31 09.3   -5.996   150.484   23  5.5 2006328123109
2006 (332) 11 28 13 54 07.7   -7.735   107.798   38  5.1 2006332135407
2006 (333) 11 29 01 32 17.9    2.520   128.283   39  5.9 2006333013217
2006 (335) 12 01 14 01 47.5   -8.251   118.777   43  5.9 2006335140147
2006 (341) 12 07 19 10 21.8   46.153   154.386   16  6.3 2006341191021
2006 (344) 12 10 15 28 09.3   29.761   130.516   35  5.3 2006344152809
2006 (346) 12 12 15 48 03.2    3.733   124.684  213  6.0 2006346154803
2006 (355) 12 21 09 07 46.2   12.039    43.550   10  5.0 2006355090746
2006 (360) 12 26 12 26 21.1   21.799   120.547   10  6.4 2006360122621
2006 (360) 12 26 12 34 13.8   21.974   120.493   10  6.5 2006360123413
2006 (360) 12 26 12 40 21.6   21.636   120.852   10  5.5 2006360124021
2006 (360) 12 26 15 19 45.2   48.321   154.837   10  5.7 2006360151945
2006 (360) 12 26 15 41 44.7   22.069   120.413   22  5.4 2006360154144
2006 (360) 12 26 17 35 13.7   21.802   120.632   30  5.3 2006360173513
2006 (361) 12 27 02 30 36.5   21.999   120.482   10  5.5 2006361023036
2006 (361) 12 27 20 15 40.7   -5.753   154.424  375  5.7 2006361201540
2007 (003) 01 03 23 48 15.9   -5.450   101.477   30  5.3 2007003234815
2007 (011) 01 11 14 31 20.7   -3.655   127.283   13  5.8 2007011143120
2007 (013) 01 13 04 23 21.1   46.243   154.524   10  7.3 2007013042321
2007 (013) 01 13 09 18 31.6   45.567   153.765   10  5.8 2007013091831
2007 (015) 01 15 18 17 59.2   34.892   138.640  170  5.7 2007015181759
2007 (018) 01 18 15 27 18.3   -5.488   101.454   17  5.4 2007018152718
2007 (020) 01 20 02 45 50.0   -5.525   130.435  139  5.9 2007020024550
2007 (021) 01 21 07 38 57.0   39.592    42.863    3  5.1 2007021073857
2007 (021) 01 21 11 27 45.0    1.065   126.282   22  6.7 2007021112745
2007 (021) 01 21 11 54 11.2    0.955   125.888   10  5.6 2007021115411
2007 (021) 01 21 12 32 35.1    1.096   126.026   10  5.5 2007021123235
2007 (021) 01 21 14 39 18.1    1.042   125.969   10  5.5 2007021143918
2007 (021) 01 21 17 32 55.5    1.060   126.345   23  5.9 2007021173255
2007 (023) 01 23 04 37 19.3   -6.821   130.031  112  5.8 2007023043719
2007 (025) 01 25 10 59 17.6   22.564   121.926   36  5.6 2007025105917
2007 (028) 01 28 12 09 05.5    1.008   126.312   10  5.7 2007028120905
2007 (030) 01 30 21 37 44.3   20.980   144.705   20  6.3 2007030213744
2007 (043) 02 12 10 35 22.7   35.804   -10.312   20  6.2 2007043103522
2007 (043) 02 12 12 45 31.6    5.561   126.073   24  5.9 2007043124531
2007 (044) 02 13 19 22 14.6   -0.438   124.189   84  5.5 2007044192214
2007 (048) 02 17 00 02 56.7   41.794   143.553   31  5.9 2007048000256
2007 (049) 02 18 21 05 00.3   21.681   120.484   35  5.1 2007049210500
2007 (050) 02 19 15 13 22.3   -4.388   102.976   54  5.4 2007050151322
2007 (051) 02 20 08 04 25.2   -1.034   126.976   12  6.2 2007051080425
2007 (051) 02 20 14 25 26.3   -1.032   126.975   11  5.9 2007051142526
2007 (052) 02 21 11 05 28.6   38.318    39.275    6  5.6 2007052110528
2007 (067) 03 08 05 03 32.2   29.908   140.204  139  5.9 2007067050332
2007 (068) 03 09 03 22 42.7   43.224   133.526  441  6.1 2007068032242
2007 (068) 03 09 07 27 31.2  -11.428    66.255   10  5.8 2007068072731
2007 (070) 03 11 07 09 26.7   43.988   147.891   52  6.0 2007070070926
2007 (076) 03 17 17 42 26.2    1.132   126.216   35  6.0 2007076174226
2007 (084) 03 25 00 41 57.8   37.336   136.588    8  6.1 2007084004157
2007 (087) 03 28 16 08 48.0   -4.772   103.157   71  5.0 2007087160848
2007 (087) 03 28 21 17 10.6   -6.268    29.673    8  5.8 2007087211710
2007 (091) 04 01 20 39 58.7   -8.466   157.043   24  6.8 2007091203958
2007 (091) 04 01 20 46 19.3   -9.505   156.934   24  6.1 2007091204619
2007 (091) 04 01 20 47 31.3   -7.169   155.777   10  6.6 2007091204731
2007 (091) 04 01 21 11 33.1   -7.306   155.741   10  6.3 2007091211133
2007 (091) 04 01 21 15 22.6   -7.303   155.682   10  6.0 2007091211522
2007 (091) 04 01 21 18 22.8   -8.522   156.737   10  5.8 2007091211822
2007 (091) 04 01 21 45 37.6   -7.328   155.645   10  5.7 2007091214537
2007 (091) 04 01 22 57 23.6   -7.532   156.054   17  5.7 2007091225723
2007 (092) 04 02 10 49 17.7   -7.225   156.243   34  5.8 2007092104917
2007 (092) 04 02 12 02 23.3   -8.706   157.620   14  6.0 2007092120223
2007 (092) 04 02 19 42 56.1    1.409   125.763   55  5.8 2007092194256
2007 (092) 04 02 22 49 53.1   -9.706   154.663   10  5.5 2007092224953
2007 (092) 04 02 23 20 23.2   -8.617   157.386   18  5.9 2007092232023
2007 (093) 04 03 12 04 27.3   -7.857   155.801    8  5.8 2007093120427
2007 (093) 04 03 20 23 23.3   -4.434   102.954   75  5.4 2007093202323
2007 (094) 04 04 00 39 43.9   -7.141   156.047   10  5.9 2007094003943
2007 (094) 04 04 06 34 35.9   -7.760   156.490   17  6.0 2007094063435
2007 (094) 04 04 19 58 03.7  -17.230    66.790   10  5.2 2007094195803
2007 (095) 04 05 03 56 50.4   37.306   -24.621   14  6.1 2007095035650
2007 (097) 04 07 07 09 25.3   37.306   -24.494    8  5.9 2007097070925
2007 (110) 04 20 00 26 40.6   25.722   125.093   10  5.6 2007110002640
2007 (110) 04 20 00 30 59.9   25.730   125.148   10  5.6 2007110003059
2007 (110) 04 20 01 45 56.1   25.710   125.108    9  5.9 2007110014556
2007 (110) 04 20 02 23 34.0   25.623   125.043   11  5.7 2007110022334
2007 (111) 04 21 07 12 48.0   -3.548   151.266  407  5.8 2007111071248
2007 (111) 04 21 10 12 45.8   -2.958   101.187   45  5.0 2007111101245
2007 (119) 04 29 12 41 57.3   52.007  -179.972  117  6.2 2007119124157
2007 (126) 05 06 18 27 20.8   17.307   120.201   55  5.4 2007126182720
2007 (134) 05 14 09 00 39.6   20.500   120.262   35  5.0 2007134090039
2007 (136) 05 16 23 37 42.5   -6.584   105.220   16  5.0 2007136233742
2007 (149) 05 29 01 03 27.9   -4.587   151.841  132  5.9 2007149010327
2007 (149) 05 29 09 36 05.5   -1.065   127.343   24  6.0 2007149093605
2007 (150) 05 30 20 22 12.6   52.137   157.293  116  6.4 2007150202212
2007 (157) 06 06 11 28 24.9   -6.722   130.906   86  5.8 2007157112824
2007 (158) 06 07 00 40 38.1   -3.316   146.761    4  5.8 2007158004038
2007 (166) 06 15 18 49 53.3    1.719    30.834   24  5.6 2007166184953
2007 (169) 06 18 06 18 45.6   -3.550   150.962    9  5.7 2007169061845
2007 (169) 06 18 14 29 48.2   34.437    50.833    5  5.3 2007169142948
2007 (177) 06 26 22 23 03.0  -10.492   108.149   10  5.8 2007177222303
2007 (179) 06 28 02 52 10.9   -7.979   154.635   18  6.2 2007179025210
2007 (182) 07 01 14 34 12.0   -5.929   130.563  134  5.8 2007182143412
2007 (196) 07 15 13 08 01.6   52.491  -168.035   15  5.8 2007196130801
2007 (197) 07 16 01 13 22.3   37.535   138.446   12  6.5 2007197011322
2007 (197) 07 16 14 17 37.3   36.808   134.850  350  6.2 2007197141737
2007 (198) 07 17 13 15 00.6   -7.346   103.222   30  5.1 2007198131500
2007 (198) 07 17 14 10 42.4   -2.734    36.362    8  5.7 2007198141042
2007 (199) 07 18 19 37 31.4   -5.954   104.537   30  5.1 2007199193731
2007 (207) 07 26 05 40 16.1    2.872   127.464   25  6.4 2007207054016
2007 (212) 07 31 15 07 35.3   27.343   126.897   10  5.5 2007212150735
2007 (214) 08 02 02 37 42.3   47.116   141.798    5  5.3 2007214023742
2007 (214) 08 02 03 21 42.8   51.307  -179.971   21  6.3 2007214032142
2007 (214) 08 02 13 37 29.2   12.511    47.462   10  5.4 2007214133729
2007 (219) 08 07 00 02 24.1   27.292   126.836   18  5.5 2007219000224
2007 (220) 08 08 17 04 57.8   -5.926   107.681  291  6.1 2007220170457
2007 (220) 08 08 17 05 04.9   -5.859   107.419  280  6.5 2007220170504
2007 (222) 08 10 13 17 57.7   -6.521   105.135   51  5.2 2007222131757
2007 (227) 08 15 20 22 11.1   50.322  -177.548    9  6.3 2007227202211
2007 (228) 08 16 04 03 03.5   50.243  -177.568   14  5.8 2007228040303
2007 (228) 08 16 08 39 28.4   -9.834   159.465   15  6.1 2007228083928
2007 (229) 08 17 02 16 30.6   -5.301   129.468   21  5.9 2007229021630
2007 (229) 08 17 03 04 03.0   -5.261   129.432   10  6.2 2007229030403
2007 (232) 08 20 13 46 17.4    6.134   127.381    8  6.4 2007232134617
2007 (237) 08 25 22 05 49.6   39.282    41.124   10  5.1 2007237220549
2007 (246) 09 03 16 14 53.5   45.836   150.060   94  6.3 2007246161453
2007 (249) 09 06 17 51 26.1   24.340   122.219   53  6.1 2007249175126
2007 (250) 09 07 23 56 23.3   -7.141   103.279   30  5.1 2007250235623
2007 (255) 09 12 11 10 26.8   -4.438   101.367   34  6.9 2007255111026
2007 (255) 09 12 11 23 07.6   -2.587   101.792   35  5.0 2007255112307
2007 (255) 09 12 11 30 11.5   -4.264   101.365   35  5.3 2007255113011
2007 (255) 09 12 12 06 09.4   -4.184   101.305   35  5.0 2007255120609
2007 (255) 09 12 13 02 07.4   -2.930   101.379   35  5.6 2007255130207
2007 (255) 09 12 13 07 41.8   -3.526   100.747   35  5.0 2007255130741
2007 (255) 09 12 13 17 19.1   -3.259   100.722   43  5.2 2007255131719
2007 (255) 09 12 14 40 05.7   -3.158   101.463   35  5.9 2007255144005
2007 (255) 09 12 15 35 09.9   -4.080   101.182   35  5.0 2007255153509
2007 (255) 09 12 16 37 03.9   -3.145   101.396   35  5.8 2007255163703
2007 (255) 09 12 22 02 26.6   -4.429   101.402   28  5.1 2007255220226
2007 (255) 09 12 23 19 46.9   -4.010   100.999   26  5.1 2007255231946
2007 (256) 09 13 01 55 47.8   -3.823   101.752   30  5.0 2007256015547
2007 (256) 09 13 05 44 18.9   -3.723   100.688   28  5.0 2007256054418
2007 (256) 09 13 05 53 28.5   -3.701   100.843   35  5.0 2007256055328
2007 (256) 09 13 09 48 45.1    3.801   126.342   26  6.1 2007256094845
2007 (256) 09 13 10 47 52.8   -3.432   101.659   35  5.1 2007256104752
2007 (256) 09 13 15 08 54.6   -4.297   101.272   24  5.5 2007256150854
2007 (256) 09 13 16 09 16.8   -3.172   101.524   53  6.1 2007256160916
2007 (256) 09 13 23 12 32.2   -2.836   101.232   35  5.0 2007256231232
2007 (257) 09 14 01 02 05.3   -3.783   101.833   26  5.7 2007257010205
2007 (257) 09 14 03 07 14.6   -2.919   101.145   40  5.1 2007257030714
2007 (257) 09 14 06 01 32.2   -4.074   101.169   23  5.9 2007257060132
2007 (257) 09 14 06 03 16.5   -4.416   100.953   25  5.8 2007257060316
2007 (258) 09 15 14 26 59.6   -4.234   101.223   35  5.2 2007258142659
2007 (258) 09 15 14 45 29.1   -2.788   101.190   35  5.6 2007258144529
2007 (261) 09 18 06 32 12.3   -4.041   101.027   25  5.0 2007261063212
2007 (261) 09 18 08 41 32.7   -3.259   101.348   35  5.5 2007261084132
2007 (263) 09 20 09 29 18.1  -10.378   117.006   35  5.5 2007263092918
2007 (265) 09 22 08 03 39.6   -4.337   101.057   28  5.0 2007265080339
2007 (266) 09 23 22 23 57.2   -3.682   100.846   35  5.2 2007266222357
2007 (266) 09 23 22 27 46.6   -3.596   100.835   26  5.1 2007266222746
2007 (267) 09 24 05 42 10.7   -3.007   101.381   35  5.0 2007267054210
2007 (267) 09 24 12 26 30.9   -4.385   101.465   35  5.5 2007267122630
2007 (267) 09 24 17 35 29.1   -5.875   105.572   35  5.0 2007267173529
2007 (269) 09 26 12 36 26.8   -4.990   153.500   40  6.2 2007269123626
2007 (271) 09 28 13 38 57.8   22.013   142.668  260  6.7 2007271133857
2007 (273) 09 30 02 08 30.1   10.454   145.718   14  6.4 2007273020830
2007 (275) 10 02 03 43 38.9   -4.240   101.212   22  5.7 2007275034338
2007 (279) 10 06 12 38 49.1   18.730   147.148   20  6.0 2007279123849
2007 (282) 10 09 15 03 41.2   -4.808   152.892   39  5.7 2007282150341
2007 (284) 10 11 20 38 35.3   -3.900   100.978   35  5.3 2007284203835
2007 (291) 10 18 10 01 11.3   -3.415   101.685   39  5.3 2007291100111
2007 (294) 10 21 10 24 52.0   -6.310   154.770   46  5.9 2007294102452
2007 (294) 10 21 14 24 20.0   -3.591   100.803   35  5.5 2007294142420
2007 (294) 10 21 16 25 35.0   -3.592   100.859   27  5.3 2007294162535
2007 (297) 10 24 21 02 50.6   -3.899   101.020   21  6.1 2007297210250
2007 (298) 10 25 05 25 33.5   -3.541   100.794   29  5.5 2007298052533
2007 (298) 10 25 13 50 04.2   46.011   154.231   20  6.0 2007298135004
2007 (299) 10 26 04 53 18.3   -4.169   100.625   35  5.1 2007299045318
2007 (299) 10 26 09 17 04.8   -2.847   139.574   10  5.8 2007299091704
2007 (304) 10 31 03 30 15.9   18.900   145.388  207  6.2 2007304033015
2007 (304) 10 31 09 06 24.5   49.854    91.679   28  5.1 2007304090624
2007 (304) 10 31 13 44 19.7   51.418  -178.380   28  5.8 2007304134419
2007 (311) 11 07 11 04 07.0   -3.645   100.722   31  5.1 2007311110407
2007 (313) 11 09 06 54 07.0   -6.514   104.560   35  5.1 2007313065407
2007 (314) 11 10 02 43 46.2   -8.565   107.854   34  5.3 2007314024346
2007 (314) 11 10 09 43 31.3   -4.437   101.308   35  5.1 2007314094331
2007 (318) 11 14 04 29 55.7    1.485   127.038  105  5.7 2007318042955
2007 (321) 11 17 15 02 36.1    5.930   126.849   80  5.5 2007321150236
2007 (324) 11 20 12 52 59.0   -6.907   155.672   52  5.8 2007324125259
2007 (324) 11 20 22 59 28.6   -4.329   101.263   35  5.4 2007324225928
2007 (326) 11 22 08 48 27.5   -5.757   147.098   53  6.0 2007326084827
2007 (329) 11 25 02 51 57.2   -2.808   101.162   55  5.9 2007329025157
2007 (329) 11 25 16 02 15.7   -8.292   118.370   20  6.3 2007329160215
2007 (329) 11 25 19 53 05.4   -8.224   118.467   18  6.1 2007329195305
2007 (331) 11 27 04 26 58.5   16.058   119.838   35  5.9 2007331042658
2007 (331) 11 27 11 49 58.0  -10.950   162.149   16  5.9 2007331114958
2007 (333) 11 29 00 05 47.1   -2.864   101.137   35  5.4 2007333000547
2007 (335) 12 01 17 47 28.2   -4.620   101.364   10  5.1 2007335174728
2007 (335) 12 01 21 21 19.1   -4.454   101.365   27  5.1 2007335212119
2007 (335) 12 01 23 01 32.8   -7.068   105.993   87  5.2 2007335230132
2007 (337) 12 03 21 52 45.5   -6.374   148.463   29  5.3 2007337215245
2007 (338) 12 04 03 37 07.8    2.017   126.170   88  5.7 2007338033707
2007 (340) 12 06 21 43 47.0   12.263   125.386   37  5.4 2007340214347
2007 (341) 12 07 00 47 37.6   29.935   141.003   85  5.8 2007341004737
2007 (344) 12 10 12 10 07.2   -3.568   144.439   10  5.7 2007344121007
2007 (344) 12 10 12 13 29.9   -3.608   144.275   12  5.7 2007344121329
2007 (346) 12 12 03 43 57.8   -4.523   100.837   22  5.1 2007346034357
2007 (346) 12 12 15 22 18.7   15.341   119.888   62  5.0 2007346152218
2007 (349) 12 15 08 03 15.7   -7.526   127.474  175  5.8 2007349080315
2007 (349) 12 15 09 39 53.6   -6.622   131.090   57  6.0 2007349093953
2007 (353) 12 19 09 30 27.9   51.360  -179.509   34  6.5 2007353093027
2007 (353) 12 19 11 34 56.9   -6.952   155.778   45  5.7 2007353113456
2007 (354) 12 20 07 42 53.4   -3.504   100.623   27  5.1 2007354074253
2007 (354) 12 20 09 48 29.9   39.417    33.212   10  5.2 2007354094829
2007 (355) 12 21 07 23 35.5   51.244  -179.009   30  5.7 2007355072335
2007 (355) 12 21 07 24 34.0   51.366  -178.979   25  6.1 2007355072434
2007 (356) 12 22 07 11 08.0   -2.407   139.067   20  6.0 2007356071108
2007 (356) 12 22 16 32 15.9   -5.582   102.451   35  5.1 2007356163215
2007 (358) 12 24 20 56 20.1   -4.328   101.294   25  5.2 2007358205620
2007 (358) 12 24 21 21 52.8   -4.305   101.231   27  5.2 2007358212152
2007 (359) 12 25 14 04 34.7   38.503   142.026   48  5.4 2007359140434
2007 (360) 12 26 22 04 54.6   52.558  -168.221   25  6.0 2007360220454
2007 (360) 12 26 23 47 10.7   39.446    33.162    8  5.2 2007360234710
2007 (361) 12 27 17 52 16.6    9.595   126.142   77  5.5 2007361175216
2008 (001) 01 01 18 54 59.0   -5.878   146.884   34  6.0 2008001185459
2008 (006) 01 06 05 14 20.1   37.216    22.693   75  6.1 2008006051420
2008 (006) 01 06 08 54 59.2   -9.291   107.487   29  5.1 2008006085459
2008 (006) 01 06 10 06 32.7   -4.867   103.096   35  5.1 2008006100632
2008 (020) 01 20 20 26 04.8    2.346   126.816   35  6.0 2008020202604
2008 (023) 01 23 19 23 34.4   -2.830   101.224   50  5.1 2008023192334
2008 (030) 01 30 07 32 42.7   -7.302   127.688    8  6.0 2008030073242
2008 (034) 02 03 07 34 12.1   -2.296    28.900   10  6.1 2008034073412
2008 (038) 02 07 05 45 29.4  -12.051    65.706   10  5.0 2008038054529
2008 (038) 02 07 20 58 18.9   -7.582   116.819  321  5.8 2008038205818
2008 (040) 02 09 18 34 01.6   -0.236   125.084   38  5.9 2008040183401
2008 (043) 02 12 01 29 40.9   -3.008   101.210   47  5.6 2008043012940
2008 (044) 02 13 19 58 46.1   -8.158   128.644   19  6.4 2008044195846
2008 (045) 02 14 10 09 22.7   36.501    21.670   29  6.2 2008045100922
2008 (045) 02 14 12 08 55.7   36.345    21.863   28  5.9 2008045120855
2008 (050) 02 19 06 29 53.9   -3.292   100.934   35  5.3 2008050062953
2008 (050) 02 19 16 57 07.8   20.278   121.100   10  5.5 2008050165707
2008 (051) 02 20 10 30 07.9   -3.369   100.840   26  5.0 2008051103007
2008 (051) 02 20 18 27 06.0   36.288    21.775    9  5.7 2008051182706
2008 (052) 02 21 02 46 18.1   77.079    18.571   12  5.7 2008052024618
2008 (055) 02 24 04 36 29.2   -3.741   101.986   44  5.4 2008055043629
2008 (057) 02 26 18 18 27.5   -3.852   101.067   20  5.5 2008057181827
2008 (058) 02 27 06 54 20.6   26.816   142.438   15  5.8 2008058065420
2008 (061) 03 01 21 13 36.2   -4.440   101.330   27  5.3 2008061211336
2008 (063) 03 03 09 31 02.5   46.406   153.175   10  6.2 2008063093102
2008 (063) 03 03 13 49 40.4   19.913   121.334   10  6.0 2008063134940
2008 (063) 03 03 14 11 14.6   13.351   125.630   24  6.4 2008063141114
2008 (063) 03 03 17 48 32.1   -4.467   101.452   27  5.6 2008063174832
2008 (066) 03 06 01 21 59.1    2.572   128.231  125  5.9 2008066012159
2008 (071) 03 11 23 45 55.9   -3.758   100.813   27  5.1 2008071234555
2008 (072) 03 12 00 58 05.4   -3.654   100.859   29  5.0 2008072005805
2008 (073) 03 13 20 53 26.3   -4.215   101.437   45  5.0 2008073205326
2008 (074) 03 14 22 32 09.3   26.988   142.599   10  5.7 2008074223209
2008 (076) 03 16 23 05 25.5   -2.897   101.095   35  5.3 2008076230525
2008 (080) 03 20 14 10 40.3    6.192   126.934   45  6.0 2008080141040
2008 (082) 03 22 21 24 11.2   52.176  -178.716  132  5.8 2008082212411
2008 (088) 03 28 22 41 32.2   20.251   121.949   10  5.6 2008088224132
2008 (091) 03 31 13 30 56.8   -2.859   101.177   50  5.1 2008091133056
2008 (093) 04 02 08 48 49.7   -4.346   102.717   67  5.8 2008093084849
2008 (103) 04 12 00 46 28.2   43.879   147.501   64  5.7 2008103004628
2008 (103) 04 12 08 49 54.1  -15.254    67.058   10  5.1 2008103084954
2008 (103) 04 12 08 50 17.5  -14.506    67.075   10  5.1 2008103085017
2008 (106) 04 15 22 59 51.5   51.856  -179.361   11  6.1 2008106225951
2008 (107) 04 16 05 54 19.6   51.878  -179.165   13  6.1 2008107055419
2008 (110) 04 19 03 12 25.1   -7.815   125.694   13  5.8 2008110031225
2008 (114) 04 23 18 28 41.8   22.881   121.619   10  5.6 2008114182841
2008 (118) 04 27 01 16 12.9   -3.266   101.407   46  5.2 2008118011612
2008 (118) 04 27 05 02 39.9   -7.782   107.876   40  5.0 2008118050239
2008 (122) 05 01 17 44 54.6   -2.874   101.213   49  5.0 2008122174454
2008 (123) 05 02 01 33 37.2   51.864  -177.528   14  6.3 2008123013337
2008 (124) 05 03 03 53 34.9   -3.015   101.319   50  5.6 2008124035334
2008 (128) 05 07 16 02 02.6   36.178   141.545   19  5.7 2008128160202
2008 (128) 05 07 16 16 36.1   36.156   141.756   23  5.9 2008128161636
2008 (128) 05 07 16 45 18.6   36.164   141.526   27  6.1 2008128164518
2008 (130) 05 09 21 51 29.7   12.516   143.181   76  6.1 2008130215129
2008 (131) 05 10 19 41 59.2   24.044   122.575   16  5.4 2008131194159
2008 (139) 05 18 12 17 23.3   -3.202   101.409   32  5.6 2008139121723
2008 (141) 05 20 13 53 35.6   51.162   178.759   27  5.8 2008141135335
2008 (141) 05 20 17 08 00.2   -3.181   101.475   47  5.6 2008141170800
2008 (141) 05 20 17 11 11.6   -3.204   101.408   45  5.0 2008141171111
2008 (142) 05 21 22 22 55.6   -4.129   101.272   19  5.5 2008142222255
2008 (142) 05 21 23 23 09.1   -4.445   101.096   22  5.2 2008142232309
2008 (144) 05 23 22 50 37.0   -7.061   129.483  125  5.8 2008144225037
2008 (150) 05 29 15 46 00.3   64.004   -21.013    9  5.9 2008150154600
2008 (152) 05 31 04 37 56.0  -41.198    80.479    9  6.0 2008152043756
2008 (153) 06 01 01 57 23.6   20.124   121.350   31  6.0 2008153015723
2008 (155) 06 03 16 20 50.3  -10.509   161.273   84  6.2 2008155162050
2008 (155) 06 03 22 04 27.8   -8.100   120.231   14  5.6 2008155220427
2008 (158) 06 06 13 42 48.9   -7.495   127.885  122  5.7 2008158134248
2008 (160) 06 08 12 25 29.7   37.963    21.525   16  6.2 2008160122529
2008 (165) 06 13 23 43 45.3   39.030   140.881    7  6.5 2008165234345
2008 (167) 06 15 15 09 30.7   -9.553   107.745   11  5.1 2008167150930
2008 (172) 06 20 10 01 38.6   -3.086   101.267   58  5.0 2008172100138
2008 (176) 06 24 19 14 44.1   -3.185   101.433   49  5.3 2008176191444
2008 (187) 07 05 02 12 04.4   53.882   152.886  632  6.8 2008187021204
2008 (190) 07 08 07 42 10.7   27.532   128.334   43  6.0 2008190074210
2008 (195) 07 13 14 58 33.0   21.014   121.149   14  5.7 2008195145833
2008 (197) 07 15 03 26 34.7   35.800    27.860   52  6.5 2008197032634
2008 (201) 07 19 02 39 28.6   37.552   142.214   22  6.2 2008201023928
2008 (201) 07 19 09 27 01.4  -11.041   164.493   11  6.1 2008201092701
2008 (201) 07 19 11 01 17.7  -11.066   164.616   10  5.8 2008201110117
2008 (205) 07 23 15 26 19.9   39.802   141.464  108  6.6 2008205152619
2008 (206) 07 24 01 43 16.1   50.967   157.584   27  6.0 2008206014316
2008 (206) 07 24 13 21 50.5   -3.448   101.658   75  5.1 2008206132150
2008 (209) 07 27 00 02 50.0   19.184   119.666   23  5.2 2008209000250
2008 (210) 07 28 21 37 32.5  -10.606   163.162   10  5.7 2008210213732
2008 (210) 07 28 21 40 47.3  -10.578   163.103   10  5.9 2008210214047
2008 (214) 08 01 02 21 40.8   13.659   118.634   62  5.0 2008214022140
2008 (217) 08 04 20 45 13.9   -5.916   130.195  173  6.1 2008217204513
2008 (219) 08 06 22 41 03.7   -8.130   117.665   30  5.8 2008219224103
2008 (221) 08 08 06 37 41.9   -3.942   101.076   23  5.5 2008221063741
2008 (221) 08 08 07 32 53.3   -3.907   100.993   36  5.2 2008221073253
2008 (228) 08 15 10 25 16.5   12.897   124.319   10  5.8 2008228102516
